File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD43A4_061_Nadir_Reflectance_Band3_doy2012132_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-11,202415.0,0.0,0.9576,"(0.0,0.9576)",0.0873271,0.1688879,0.0285231,0.0422,0.0714,0.0301,0.0,0.0227
MCD43A4_061_Nadir_Reflectance_Band3_doy2012133_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-12,202324.0,0.0,0.9619,"(0.0,0.9619)",0.0865422,0.1677036,0.0281245,0.0422,0.0714,0.0301,0.0,0.0227
MCD43A4_061_Nadir_Reflectance_Band3_doy2012134_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-13,200918.0,0.0,0.9661,"(0.0,0.9661)",0.0831894,0.1626975,0.0264705,0.0424,0.0721,0.0303,0.0,0.0226
MCD43A4_061_Nadir_Reflectance_Band3_doy2012135_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-14,200549.0,0.0,0.9703,"(0.0,0.9703)",0.0826045,0.1616234,0.0261221,0.0423,0.0718,0.0302,0.0,0.0226
MCD43A4_061_Nadir_Reflectance_Band3_doy2012136_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-15,200036.0,0.0,0.9744,"(0.0,0.9744)",0.0830039,0.1621752,0.0263008,0.0424,0.0719,0.0303,0.0,0.0227
MCD43A4_061_Nadir_Reflectance_Band3_doy2012137_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-16,197137.0,0.0,0.9712,"(0.0,0.9712)",0.0858192,0.1661334,0.0276003,0.0428,0.0726,0.0305,0.0,0.0229
MCD43A4_061_Nadir_Reflectance_Band3_doy2012138_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-17,199909.0,0.0,0.9736,"(0.0,0.9736)",0.0889639,0.1691203,0.0286017,0.044,0.0749,0.0315,0.0,0.0234
MCD43A4_061_Nadir_Reflectance_Band3_doy2012139_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-18,202965.0,0.0,0.976,"(0.0,0.976)",0.0865599,0.1657085,0.0274593,0.0432,0.0735,0.031,0.0,0.023
MCD43A4_061_Nadir_Reflectance_Band3_doy2012140_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-19,204671.0,0.0,0.9782,"(0.0,0.9782)",0.0846755,0.1639847,0.026891,0.0424,0.0722,0.0303,0.0,0.0225
MCD43A4_061_Nadir_Reflectance_Band3_doy2012141_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-20,204125.0,0.0,0.9804,"(0.0,0.9804)",0.0838766,0.1636095,0.0267681,0.0423,0.0727,0.0301,0.0,0.022
MCD43A4_061_Nadir_Reflectance_Band3_doy2012142_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-21,206112.0,0.0,0.9825,"(0.0,0.9825)",0.0810805,0.1601646,0.0256527,0.042,0.0723,0.0299,0.0,0.0218
MCD43A4_061_Nadir_Reflectance_Band3_doy2012143_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-22,205119.0,0.0,0.9846,"(0.0,0.9846)",0.0754211,0.1509523,0.0227866,0.0414,0.0711,0.0296,0.0,0.0216
MCD43A4_061_Nadir_Reflectance_Band3_doy2012144_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-23,200497.0,0.0,0.9904,"(0.0,0.9904)",0.0686215,0.1412823,0.0199607,0.0415,0.0718,0.0298,0.0,0.0213
MCD43A4_061_Nadir_Reflectance_Band3_doy2012145_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-24,198593.0,0.0,0.9917,"(0.0,0.9917)",0.0639373,0.1336862,0.017872,0.0409,0.0706,0.0295,0.0,0.0211
MCD43A4_061_Nadir_Reflectance_Band3_doy2012146_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-25,198633.0,0.0,0.993,"(0.0,0.993)",0.0637013,0.1335132,0.0178258,0.0407,0.0704,0.0292,0.0,0.0209
MCD43A4_061_Nadir_Reflectance_Band3_doy2012147_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-26,207213.0,0.0,0.9798,"(0.0,0.9798)",0.0514113,0.0883574,0.007807,0.0406,0.0706,0.0289,0.0,0.0206
MCD43A4_061_Nadir_Reflectance_Band3_doy2012148_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-27,206213.0,0.0001,0.982,"(0.0001,0.982)",0.0492778,0.0810172,0.0065638,0.0405,0.0705,0.0288,0.0001,0.0205
MCD43A4_061_Nadir_Reflectance_Band3_doy2012149_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-28,206058.0,0.0001,0.9842,"(0.0001,0.9842)",0.0484815,0.0786096,0.0061795,0.0405,0.0705,0.0288,0.0001,0.0205
MCD43A4_061_Nadir_Reflectance_Band3_doy2012150_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-29,212532.0,0.0002,0.9862,"(0.0002,0.9862)",0.0490193,0.0797108,0.0063538,0.0405,0.0709,0.0285,0.0002,0.0202
MCD43A4_061_Nadir_Reflectance_Band3_doy2012151_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-30,212262.0,0.0002,0.9882,"(0.0002,0.9882)",0.0488111,0.0791943,0.0062717,0.0405,0.0709,0.0285,0.0002,0.0202
MCD43A4_061_Nadir_Reflectance_Band3_doy2012152_aid0001,Nadir_Reflectance_Band3,aid0001,2012-05-31,213275.0,0.0003,0.9901,"(0.0003,0.9901)",0.0488842,0.0791064,0.0062578,0.0404,0.0707,0.0285,0.0003,0.0202
MCD43A4_061_Nadir_Reflectance_Band3_doy2012153_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-01,213057.0,0.0003,0.9919,"(0.0003,0.9919)",0.0487431,0.0787391,0.0061999,0.0404,0.0707,0.0285,0.0003,0.0202
MCD43A4_061_Nadir_Reflectance_Band3_doy2012154_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-02,211965.0,0.0001,0.9936,"(0.0001,0.9936)",0.0475239,0.0767599,0.0058921,0.0402,0.0708,0.0281,0.0001,0.0198
MCD43A4_061_Nadir_Reflectance_Band3_doy2012155_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-03,208992.0,0.0,0.995,"(0.0,0.995)",0.0456308,0.0728582,0.0053083,0.0399,0.0705,0.028,0.0,0.0195
MCD43A4_061_Nadir_Reflectance_Band3_doy2012156_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-04,208542.0,0.0,0.9963,"(0.0,0.9963)",0.0453657,0.0721469,0.0052052,0.04,0.0706,0.0282,0.0,0.0196
MCD43A4_061_Nadir_Reflectance_Band3_doy2012157_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-05,208434.0,0.0,0.9976,"(0.0,0.9976)",0.0451792,0.0718895,0.0051681,0.0399,0.0705,0.0281,0.0,0.0195
MCD43A4_061_Nadir_Reflectance_Band3_doy2012158_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-06,208388.0,0.0,0.9987,"(0.0,0.9987)",0.0453988,0.0723573,0.0052356,0.04,0.0706,0.0282,0.0,0.0196
MCD43A4_061_Nadir_Reflectance_Band3_doy2012159_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-07,209657.0,0.0,0.9998,"(0.0,0.9998)",0.0448344,0.0729502,0.0053217,0.0391,0.0683,0.0279,0.0,0.0196
MCD43A4_061_Nadir_Reflectance_Band3_doy2012160_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-08,212089.0,0.0,0.8815,"(0.0,0.8815)",0.0438656,0.072706,0.0052862,0.0378,0.0655,0.0273,0.0,0.0193
MCD43A4_061_Nadir_Reflectance_Band3_doy2012161_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-09,221774.0,0.0,0.9552,"(0.0,0.9552)",0.0498016,0.0854926,0.007309,0.0384,0.0669,0.0275,0.0,0.0194
MCD43A4_061_Nadir_Reflectance_Band3_doy2012162_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-10,226215.0,0.0,0.9346,"(0.0,0.9346)",0.0502486,0.0864494,0.0074735,0.0383,0.0672,0.0271,0.0,0.019
MCD43A4_061_Nadir_Reflectance_Band3_doy2012163_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-11,218722.0,0.0,0.8635,"(0.0,0.8635)",0.0407677,0.0656092,0.0043046,0.0366,0.0637,0.0263,0.0,0.0185
MCD43A4_061_Nadir_Reflectance_Band3_doy2012164_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-12,219250.0,0.0,0.8637,"(0.0,0.8637)",0.0408588,0.0655299,0.0042942,0.0368,0.0641,0.0264,0.0,0.0186
MCD43A4_061_Nadir_Reflectance_Band3_doy2012165_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-13,219297.0,0.0,0.8639,"(0.0,0.8639)",0.040943,0.0657207,0.0043192,0.0367,0.0638,0.0264,0.0,0.0186
MCD43A4_061_Nadir_Reflectance_Band3_doy2012166_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-14,214092.0,0.0,0.864,"(0.0,0.864)",0.0404669,0.0646372,0.004178,0.0365,0.063,0.0264,0.0,0.0188
MCD43A4_061_Nadir_Reflectance_Band3_doy2012167_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-15,220309.0,0.0,0.9762,"(0.0,0.9762)",0.0421927,0.0687915,0.0047323,0.0365,0.0632,0.0263,0.0,0.0187
MCD43A4_061_Nadir_Reflectance_Band3_doy2012168_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-16,224592.0,0.0,0.9766,"(0.0,0.9766)",0.0451164,0.0744068,0.0055364,0.0371,0.0645,0.0265,0.0,0.0188
MCD43A4_061_Nadir_Reflectance_Band3_doy2012169_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-17,224607.0,0.0,0.9764,"(0.0,0.9764)",0.0451618,0.0744049,0.0055361,0.0371,0.0645,0.0265,0.0,0.0188
MCD43A4_061_Nadir_Reflectance_Band3_doy2012170_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-18,224360.0,0.0,0.9761,"(0.0,0.9761)",0.0442162,0.0720822,0.0051958,0.0369,0.064,0.0264,0.0,0.0188
MCD43A4_061_Nadir_Reflectance_Band3_doy2012171_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-19,224370.0,0.0,0.9757,"(0.0,0.9757)",0.044173,0.0718715,0.0051655,0.0369,0.064,0.0264,0.0,0.0188
MCD43A4_061_Nadir_Reflectance_Band3_doy2012172_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-20,228231.0,0.0,0.9753,"(0.0,0.9753)",0.0464737,0.0764785,0.005849,0.0372,0.0646,0.0265,0.0,0.0189
MCD43A4_061_Nadir_Reflectance_Band3_doy2012173_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-21,228616.0,0.0,0.9747,"(0.0,0.9747)",0.0467371,0.0760029,0.0057764,0.0376,0.065,0.0269,0.0,0.0193
MCD43A4_061_Nadir_Reflectance_Band3_doy2012174_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-22,230895.0,0.0,0.9742,"(0.0,0.9742)",0.0477348,0.077041,0.0059353,0.0382,0.0658,0.0275,0.0,0.0198
MCD43A4_061_Nadir_Reflectance_Band3_doy2012175_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-23,233532.0,0.0004,0.9741,"(0.0004,0.9741)",0.0490962,0.0775794,0.0060186,0.0391,0.0671,0.0282,0.0004,0.0204
MCD43A4_061_Nadir_Reflectance_Band3_doy2012176_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-24,232896.0,0.0003,0.9739,"(0.0003,0.9739)",0.0486524,0.076558,0.0058611,0.039,0.0667,0.0283,0.0003,0.0205
MCD43A4_061_Nadir_Reflectance_Band3_doy2012177_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-25,227657.0,0.0,0.8934,"(0.0,0.8934)",0.0439615,0.0664087,0.0044101,0.0382,0.0649,0.028,0.0,0.0204
MCD43A4_061_Nadir_Reflectance_Band3_doy2012178_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-26,222470.0,0.0,0.8912,"(0.0,0.8912)",0.043006,0.0631733,0.0039909,0.0382,0.0637,0.0286,0.0,0.0212
MCD43A4_061_Nadir_Reflectance_Band3_doy2012179_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-27,221742.0,0.0,0.8901,"(0.0,0.8901)",0.042576,0.0620802,0.003854,0.0383,0.0638,0.0287,0.0,0.0213
MCD43A4_061_Nadir_Reflectance_Band3_doy2012180_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-28,220503.0,0.0,0.8881,"(0.0,0.8881)",0.0428197,0.0629364,0.003961,0.0382,0.0635,0.0287,0.0,0.0213
MCD43A4_061_Nadir_Reflectance_Band3_doy2012181_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-29,220341.0,0.0,0.8859,"(0.0,0.8859)",0.0426712,0.0623835,0.0038917,0.0382,0.0635,0.0287,0.0,0.0213
MCD43A4_061_Nadir_Reflectance_Band3_doy2012182_aid0001,Nadir_Reflectance_Band3,aid0001,2012-06-30,222207.0,0.0,0.8852,"(0.0,0.8852)",0.0424611,0.0626947,0.0039306,0.0379,0.0632,0.0284,0.0,0.021
MCD43A4_061_Nadir_Reflectance_Band3_doy2012183_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-01,215672.0,0.0,0.8845,"(0.0,0.8845)",0.0420015,0.0602048,0.0036246,0.0383,0.0632,0.0291,0.0,0.0217
MCD43A4_061_Nadir_Reflectance_Band3_doy2012184_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-02,215608.0,0.0,0.8708,"(0.0,0.8708)",0.0401279,0.0567491,0.0032205,0.0379,0.0626,0.0288,0.0,0.0214
MCD43A4_061_Nadir_Reflectance_Band3_doy2012185_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-03,216271.0,0.0,0.8698,"(0.0,0.8698)",0.0398192,0.0568282,0.0032294,0.0376,0.0623,0.0285,0.0,0.0211
MCD43A4_061_Nadir_Reflectance_Band3_doy2012186_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-04,217133.0,0.0,0.8688,"(0.0,0.8688)",0.0405372,0.0587046,0.0034462,0.0376,0.0623,0.0285,0.0,0.0211
MCD43A4_061_Nadir_Reflectance_Band3_doy2012187_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-05,230168.0,0.0001,0.8676,"(0.0001,0.8676)",0.0404719,0.058986,0.0034793,0.0376,0.0632,0.0281,0.0001,0.0205
MCD43A4_061_Nadir_Reflectance_Band3_doy2012188_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-06,225587.0,0.0,0.8071,"(0.0,0.8071)",0.038159,0.0520325,0.0027074,0.0376,0.0629,0.0283,0.0,0.0207
MCD43A4_061_Nadir_Reflectance_Band3_doy2012189_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-07,227251.0,0.0,0.808,"(0.0,0.808)",0.0375568,0.0528724,0.0027955,0.0368,0.0623,0.0273,0.0,0.0198
MCD43A4_061_Nadir_Reflectance_Band3_doy2012190_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-08,223685.0,0.0,0.9303,"(0.0,0.9303)",0.035519,0.0498913,0.0024891,0.0358,0.0619,0.0262,0.0,0.0184
MCD43A4_061_Nadir_Reflectance_Band3_doy2012191_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-09,218694.0,0.0,0.9668,"(0.0,0.9668)",0.0336438,0.0472576,0.0022333,0.0349,0.062,0.0245,0.0,0.0168
MCD43A4_061_Nadir_Reflectance_Band3_doy2012192_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-10,228435.0,0.0,0.9651,"(0.0,0.9651)",0.0333547,0.0468961,0.0021992,0.0346,0.0611,0.0243,0.0,0.0169
MCD43A4_061_Nadir_Reflectance_Band3_doy2012193_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-11,248258.0,0.0,0.9741,"(0.0,0.9741)",0.0384787,0.0576335,0.0033216,0.0363,0.0634,0.0257,0.0,0.0182
MCD43A4_061_Nadir_Reflectance_Band3_doy2012194_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-12,248173.0,0.0,0.9774,"(0.0,0.9774)",0.0384125,0.0573185,0.0032854,0.0365,0.0639,0.0257,0.0,0.0182
MCD43A4_061_Nadir_Reflectance_Band3_doy2012195_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-13,248214.0,0.0,0.9809,"(0.0,0.9809)",0.0383641,0.057165,0.0032678,0.0365,0.0639,0.0257,0.0,0.0182
MCD43A4_061_Nadir_Reflectance_Band3_doy2012196_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-14,248179.0,0.0,0.9845,"(0.0,0.9845)",0.0383656,0.0571486,0.003266,0.0365,0.0639,0.0257,0.0,0.0182
MCD43A4_061_Nadir_Reflectance_Band3_doy2012197_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-15,248433.0,0.0,0.9962,"(0.0,0.9962)",0.0384934,0.0574359,0.0032989,0.0366,0.0642,0.0257,0.0,0.0182
MCD43A4_061_Nadir_Reflectance_Band3_doy2012198_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-16,250696.0,0.0,0.9922,"(0.0,0.9922)",0.0388434,0.0577666,0.003337,0.0368,0.0647,0.0257,0.0,0.0182
MCD43A4_061_Nadir_Reflectance_Band3_doy2012199_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-17,251313.0,0.0,0.9886,"(0.0,0.9886)",0.0393214,0.0578278,0.0033441,0.0375,0.0661,0.026,0.0,0.0184
MCD43A4_061_Nadir_Reflectance_Band3_doy2012200_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-18,251470.0,0.0014,0.9847,"(0.0014,0.9847)",0.0391203,0.0571794,0.0032695,0.0374,0.0659,0.026,0.0014,0.0184
MCD43A4_061_Nadir_Reflectance_Band3_doy2012201_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-19,253131.0,0.0015,0.9805,"(0.0015,0.9805)",0.0402036,0.0593758,0.0035255,0.0382,0.0677,0.0263,0.0015,0.0185
MCD43A4_061_Nadir_Reflectance_Band3_doy2012202_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-20,255080.0,0.0028,0.9762,"(0.0028,0.9762)",0.0417131,0.0631578,0.0039889,0.0383,0.0677,0.0264,0.0028,0.0187
MCD43A4_061_Nadir_Reflectance_Band3_doy2012203_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-21,254696.0,0.0015,0.9717,"(0.0015,0.9717)",0.0415624,0.0632678,0.0040028,0.0382,0.0674,0.0264,0.0015,0.0187
MCD43A4_061_Nadir_Reflectance_Band3_doy2012204_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-22,254844.0,0.0027,0.9671,"(0.0027,0.9671)",0.0416169,0.0635434,0.0040378,0.0382,0.0674,0.0264,0.0027,0.0187
MCD43A4_061_Nadir_Reflectance_Band3_doy2012205_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-23,254887.0,0.0026,0.9625,"(0.0026,0.9625)",0.0415747,0.0628736,0.0039531,0.0386,0.0683,0.0266,0.0026,0.0188
MCD43A4_061_Nadir_Reflectance_Band3_doy2012206_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-24,255364.0,0.0009,0.8986,"(0.0009,0.8986)",0.0416678,0.063194,0.0039935,0.0386,0.0684,0.0265,0.0009,0.0187
MCD43A4_061_Nadir_Reflectance_Band3_doy2012207_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-25,255572.0,0.0027,0.9736,"(0.0027,0.9736)",0.0413211,0.0624115,0.0038952,0.0384,0.0682,0.0263,0.0027,0.0185
MCD43A4_061_Nadir_Reflectance_Band3_doy2012208_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-26,255376.0,0.0012,0.9668,"(0.0012,0.9668)",0.0411649,0.0618968,0.0038312,0.0385,0.0685,0.0263,0.0012,0.0185
MCD43A4_061_Nadir_Reflectance_Band3_doy2012209_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-27,252323.0,0.0001,0.8898,"(0.0001,0.8898)",0.0391071,0.0572732,0.0032802,0.0379,0.0673,0.026,0.0001,0.0183
MCD43A4_061_Nadir_Reflectance_Band3_doy2012210_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-28,252344.0,0.0002,0.8878,"(0.0002,0.8878)",0.0390033,0.0569739,0.003246,0.0378,0.067,0.0259,0.0002,0.0183
MCD43A4_061_Nadir_Reflectance_Band3_doy2012211_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-29,252422.0,0.0002,0.8857,"(0.0002,0.8857)",0.0391154,0.0576898,0.0033281,0.0378,0.0672,0.0259,0.0002,0.0182
MCD43A4_061_Nadir_Reflectance_Band3_doy2012212_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-30,252335.0,0.0002,0.8836,"(0.0002,0.8836)",0.0391162,0.0579641,0.0033598,0.0378,0.0672,0.0258,0.0002,0.0182
MCD43A4_061_Nadir_Reflectance_Band3_doy2012213_aid0001,Nadir_Reflectance_Band3,aid0001,2012-07-31,254570.0,0.0002,0.8814,"(0.0002,0.8814)",0.039496,0.0585302,0.0034258,0.0381,0.0679,0.0259,0.0002,0.0182
MCD43A4_061_Nadir_Reflectance_Band3_doy2012214_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-01,255074.0,0.0005,0.8792,"(0.0005,0.8792)",0.0390934,0.0573156,0.0032851,0.038,0.0678,0.0258,0.0005,0.0181
MCD43A4_061_Nadir_Reflectance_Band3_doy2012215_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-02,254497.0,0.0005,0.877,"(0.0005,0.877)",0.0385593,0.0565473,0.0031976,0.0377,0.0674,0.0255,0.0005,0.0179
MCD43A4_061_Nadir_Reflectance_Band3_doy2012216_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-03,255022.0,0.0014,0.8751,"(0.0014,0.8751)",0.0384611,0.0558584,0.0031202,0.0377,0.0675,0.0255,0.0014,0.0178
MCD43A4_061_Nadir_Reflectance_Band3_doy2012217_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-04,255339.0,0.001,0.8116,"(0.001,0.8116)",0.037851,0.0550441,0.0030298,0.0373,0.067,0.025,0.001,0.0175
MCD43A4_061_Nadir_Reflectance_Band3_doy2012218_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-05,254045.0,0.0011,0.8462,"(0.0011,0.8462)",0.0367931,0.053212,0.0028315,0.0372,0.0673,0.0248,0.0011,0.0171
MCD43A4_061_Nadir_Reflectance_Band3_doy2012219_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-06,254138.0,0.0011,0.8426,"(0.0011,0.8426)",0.036878,0.0541116,0.0029281,0.0372,0.0675,0.0247,0.0011,0.017
MCD43A4_061_Nadir_Reflectance_Band3_doy2012220_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-07,254266.0,0.0011,0.7714,"(0.0011,0.7714)",0.0369624,0.0545305,0.0029736,0.0372,0.0675,0.0247,0.0011,0.017
MCD43A4_061_Nadir_Reflectance_Band3_doy2012221_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-08,254706.0,0.0004,0.7691,"(0.0004,0.7691)",0.0368622,0.0536438,0.0028777,0.0372,0.0673,0.0247,0.0004,0.0171
MCD43A4_061_Nadir_Reflectance_Band3_doy2012222_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-09,254597.0,0.0008,0.7672,"(0.0008,0.7672)",0.036628,0.0530059,0.0028096,0.037,0.067,0.0246,0.0008,0.017
MCD43A4_061_Nadir_Reflectance_Band3_doy2012223_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-10,255852.0,0.0011,0.7976,"(0.0011,0.7976)",0.0368329,0.0530998,0.0028196,0.0372,0.0673,0.0246,0.0011,0.0171
MCD43A4_061_Nadir_Reflectance_Band3_doy2012224_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-11,256608.0,0.0007,0.7947,"(0.0007,0.7947)",0.0368264,0.0538417,0.0028989,0.037,0.067,0.0245,0.0007,0.017
MCD43A4_061_Nadir_Reflectance_Band3_doy2012225_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-12,258094.0,0.0021,0.7491,"(0.0021,0.7491)",0.0369181,0.0535573,0.0028684,0.0371,0.0671,0.0244,0.0021,0.0171
MCD43A4_061_Nadir_Reflectance_Band3_doy2012226_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-13,258169.0,0.002,0.7465,"(0.002,0.7465)",0.0372719,0.0530059,0.0028096,0.0375,0.0673,0.025,0.002,0.0176
MCD43A4_061_Nadir_Reflectance_Band3_doy2012227_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-14,258429.0,0.0022,0.7772,"(0.0022,0.7772)",0.0372633,0.0527189,0.0027793,0.0374,0.0669,0.025,0.0022,0.0177
MCD43A4_061_Nadir_Reflectance_Band3_doy2012228_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-15,258372.0,0.0015,0.7739,"(0.0015,0.7739)",0.0371334,0.0519868,0.0027026,0.0374,0.0669,0.0251,0.0015,0.0177
MCD43A4_061_Nadir_Reflectance_Band3_doy2012229_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-16,258237.0,0.0026,0.7389,"(0.0026,0.7389)",0.0369447,0.0510516,0.0026063,0.0374,0.0669,0.0251,0.0026,0.0177
MCD43A4_061_Nadir_Reflectance_Band3_doy2012230_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-17,258044.0,0.0012,0.7365,"(0.0012,0.7365)",0.0367669,0.0497275,0.0024728,0.0375,0.0669,0.0253,0.0012,0.0179
MCD43A4_061_Nadir_Reflectance_Band3_doy2012231_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-18,257995.0,0.0006,0.7314,"(0.0006,0.7314)",0.0366524,0.0502911,0.0025292,0.0373,0.0665,0.0252,0.0006,0.0178
MCD43A4_061_Nadir_Reflectance_Band3_doy2012232_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-19,257715.0,0.0017,0.7263,"(0.0017,0.7263)",0.0358075,0.0465151,0.0021637,0.0371,0.0659,0.0252,0.0017,0.0179
MCD43A4_061_Nadir_Reflectance_Band3_doy2012233_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-20,257521.0,0.0013,0.7235,"(0.0013,0.7235)",0.0356328,0.0477979,0.0022846,0.0365,0.0647,0.0249,0.0013,0.0177
MCD43A4_061_Nadir_Reflectance_Band3_doy2012234_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-21,257813.0,0.0025,0.6822,"(0.0025,0.6822)",0.0353729,0.0463682,0.00215,0.0364,0.0644,0.0248,0.0025,0.0177
MCD43A4_061_Nadir_Reflectance_Band3_doy2012235_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-22,257450.0,0.0003,0.6819,"(0.0003,0.6819)",0.0353024,0.0468549,0.0021954,0.0362,0.0641,0.0248,0.0003,0.0176
MCD43A4_061_Nadir_Reflectance_Band3_doy2012236_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-23,257750.0,0.0025,0.6765,"(0.0025,0.6765)",0.0351441,0.0464088,0.0021538,0.0361,0.0638,0.0247,0.0025,0.0176
MCD43A4_061_Nadir_Reflectance_Band3_doy2012237_aid0001,Nadir_Reflectance_Band3,aid0001,2012-08-24,257428.0,0.0023,0.6958,"(0.0023,0.6958)",0.0348544,0.0460857,0.0021239,0.0358,0.0632,0.0246,0.0023,0.0175
